source_row_index,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_vet_stat,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_period,koi_time0bk,koi_duration,koi_depth,koi_model_snr,koi_max_mult_ev,koi_num_transits,koi_quarters,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,conflict_reason,label_conflict,label,label_name,label_policy,inclusion_status,exclusion_reason
13,1433980,K03924.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,SWEET_EB---MOD_SEC_ALT---HAS_SEC_TCE---CENT_NOFITS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,1.592634161,132.328769,8.9488,155156,1207.6,3630.369,389,00000000011111111000000000000000,1,6574,4.061,-0.22,1.768,1.317,291.76633,37.097191,14.915,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
14,1434395,K07623.01,,FALSE POSITIVE,FALSE POSITIVE,0.014,0,0,1,0,q1_q17_dr25_koi,PLANET_IN_STAR---CENT_RESOLVED_OFFSET---HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,2.2227289,131.895,2.617,279.1,10.5,13.496643,208,11100100010001000000000000000000,1,4996,2.354,0.07,20.848,3.584,291.85648,37.065651,12.552,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
15,1571511,K00362.01,,FALSE POSITIVE,FALSE POSITIVE,0.004,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,14.022451457,177.5952096,8.08619,20082.9,2707.7,2487.4944,100,11111111111111111000000000000000,1,6061,4.401,-0.14,1.05,1.012,290.99692,37.199219,13.424,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
16,1572948,K04924.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,CENT_FEW_DIFFS---HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.0031801,132.1161,2.814,374.7,13.9,12.361888,58,00000000000001100000000000000000,1,6606,4.071,-0.16,1.768,1.349,291.32748,37.126701,14.526,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
17,1575690,K03658.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_KIC_POS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,2.252417903,132.436339,1.9767,32296,129.5,898.2408,1007,00011111111111111000000000000000,1,3979,4.699,-0.26,0.544,0.539,291.8819,37.18911,15.625,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
18,1575873,K04359.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,CENT_SATURATED,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.629001455,131.55662,1.263,14.7,9.4,10.47228,2127,11111111111111111000000000000000,1,6739,3.948,-0.24,2.059,1.375,291.92636,37.101292,11.283,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
19,1717722,K03145.01,Kepler-1977 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,CENT_FEW_MEAS,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,4.53702121,132.1846,1.813,504.4,15.7,13.821158,286,01111111111111111000000000000000,2,4805,4.633,-0.06,0.688,0.769,290.61798,37.289089,15.689,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
20,1717722,K03145.02,,CANDIDATE,CANDIDATE,0.858,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,Done,2017-08-31 00:00:00,3,q1_q17_dr25_tce,0.977311489,131.70299,1.403,250.7,14.8,12.243107,1266,01111111111111111000000000000000,2,4805,4.633,-0.06,0.688,0.769,290.61798,37.289089,15.689,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
21,1718189,K00993.01,Kepler-262 c,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,21.85362905,144.32031,3.439,355.6,23,19.608992,60,11111111111111111000000000000000,3,5830,4.54,-0.14,0.876,0.97,290.72867,37.252651,14.246,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
22,1718189,K00993.02,Kepler-262 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,13.0607936,137.63148,3.215,236.6,19.4,16.736902,101,11111111111111111000000000000000,3,5830,4.54,-0.14,0.876,0.97,290.72867,37.252651,14.246,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
23,1718189,K00993.03,,FALSE POSITIVE,FALSE POSITIVE,0.149,0,1,0,0,q1_q17_dr25_koi,DEPTH_ODDEVEN_DV---CENT_FEW_DIFFS,Done,2017-08-31 00:00:00,3,q1_q17_dr25_tce,86.723653,195.3511,4.852,241,9.4,7.6761084,16,11111111111111111000000000000000,3,5830,4.54,-0.14,0.876,0.97,290.72867,37.252651,14.246,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
24,1718958,K04053.01,Kepler-1934 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,1.41975831,132.92,1.429,60.9,8.1,14.809012,950,11111111111111111000000000000000,1,5925,4.394,-0.14,1.035,0.968,290.91934,37.28717,12.801,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
25,1721157,K04644.01,,CANDIDATE,CANDIDATE,0.97,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.44928111,133.38221,1.424,237,9.7,10.003943,387,11111111111111111000000000000000,1,5119,4.591,0.14,0.781,0.879,291.45734,37.206841,15.144,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
26,1722276,K01008.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,INCONSISTENT_TRANS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,569.934135,248.94045,4.1904,18904,66.7,164.4163,3,11111111111111111000000000000000,1,5367,3.783,-0.46,2.057,0.935,291.69672,37.238041,14.645,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
27,1723078,K07624.01,,CANDIDATE,CANDIDATE,0.246,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,330.025002,364.8075,6.659,259.2,12.2,7.4689584,4,11111111111111111000000000000000,1,6126,3.578,0.06,3.466,1.658,291.86801,37.269878,12.668,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
28,1724513,K04224.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,CENT_UNRESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,1.975208831,131.63127,1.513,76.3,15.1,13.105136,676,11111111111111111000000000000000,1,6401,4.029,-0.2,1.744,1.185,292.16486,37.275742,13.609,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
29,1724719,K04212.01,Kepler-1569 b,CONFIRMED,CANDIDATE,0.956,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,5.79179934,133.35814,3.474,118.5,17.7,13.564364,233,11111111111111111000000000000000,2,6174,4.244,0.02,1.318,1.109,292.20471,37.221218,13.96,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
30,1724719,K04212.02,,CANDIDATE,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,10.0989634,132.3351,6.428,57,8.9,8.89148,122,11111111111111111000000000000000,2,6174,4.244,0.02,1.318,1.109,292.20471,37.221218,13.96,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
31,1725016,K01007.01,Kepler-748 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,7.40742502,355.49652,3.675,442,23.1,19.42022,151,00011111111111111000000000000000,1,5922,4.474,-0.08,0.961,1.002,292.26291,37.236992,15.242,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
32,1725193,K04925.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_KIC_POS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,2.96384168,134.119473,5.4768,35652.8,607.5,2278.632,241,01100110011001100000000000000000,1,6095,4.371,0.14,1.158,1.154,292.29431,37.26173,14.502,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
33,1849702,K02538.01,Kepler-1854 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,39.8312536,155.6409,2.442,388.8,15.8,13.026427,36,11111111111111111000000000000000,1,5026,4.58,0,0.759,0.8,286.28595,37.387058,14.125,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
34,1865042,K01002.01,Kepler-746 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.4815917,132.98828,1.8069,135.2,23.4,19.787588,387,11111111111111111000000000000000,1,5405,4.374,0.21,1.022,0.902,290.68225,37.35511,13.615,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
35,1865864,K04926.01,,CANDIDATE,CANDIDATE,0.523,0,0,0,0,q1_q17_dr25_koi,CENT_UNCERTAIN,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,69.089357,135.4461,6.207,475.1,8.6,7.6351213,20,01111111111111111000000000000000,1,4848,4.581,-0.28,0.698,0.679,290.87305,37.362179,15.572,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
36,1868404,K07625.01,,FALSE POSITIVE,FALSE POSITIVE,0.384,1,0,0,0,q1_q17_dr25_koi,MOD_NONUNIQ_ALT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,6.12601169,134.83637,1.733,40.2,7,7.285471,218,11111111111111111000000000000000,1,5679,4.146,-0.3,1.286,0.844,291.48425,37.397282,12.975,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
37,1870398,K04927.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,LPP_DV,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,43.142257,132.3007,61.73,283.2,30.5,8.6079445,34,11111111111111111000000000000000,1,6198,4.069,0.14,1.769,1.338,291.91556,37.322578,14.756,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
38,1871056,K01001.01,Kepler-264 b,CONFIRMED,CANDIDATE,0.976,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,40.8065333,155.71586,13.135,313.9,54.8,31.337997,34,11111111111111111000000000000000,2,6207,3.963,0.24,2.097,1.472,292.04462,37.37624,13.038,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
39,1871056,K01001.02,Kepler-264 c,CONFIRMED,CANDIDATE,0.991,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,140.10765,216.21749,18.503,266.8,29,14.671156,9,11111111111111111000000000000000,2,6207,3.963,0.24,2.097,1.472,292.04462,37.37624,13.038,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
40,1872821,K02351.01,Kepler-1828 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,10.27380957,134.65748,3.252,352.8,19.2,17.77157,126,11111111111111111000000000000000,1,5806,4.528,-0.04,0.899,0.996,292.42758,37.320808,14.909,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
41,1873513,K04928.01,Kepler-1624 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.290304098,131.90944,1.7215,13552.6,220.5,234.08769,85,00000000000001111000000000000000,1,3386,4.81,0.48,0.427,0.43,292.57986,37.376411,15.669,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
42,1995519,K02634.01,Kepler-1299 b,CONFIRMED,CANDIDATE,0.952,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,19.9401211,142.34849,4.283,758.9,18,15.501348,67,11111111111111111000000000000000,1,5623,4.596,-0.4,0.763,0.853,286.15015,37.411369,15.922,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
43,1995712,K07626.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,INDIV_TRANS_SKYE---CENT_FEW_DIFFS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,462.12069,307.6255,10.42,633.7,9.9,7.7615943,3,11111111111111111000000000000000,1,6079,4.411,-0.5,0.974,0.892,286.21048,37.465591,14.936,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
44,1995732,K03351.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,77.36241476,139.095626,12.1317,96585.8,1246.3,1495.8511,18,01111111111111111000000000000000,1,5359,4.57,-0.12,0.79,0.848,286.216,37.42524,15.673,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
45,1996180,K02534.01,Kepler-1271 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.02558494,134.36744,3.0008,128.3,23.8,20.523762,440,11111111111111111000000000000000,2,6123,4.263,-0.06,1.263,1.066,286.3443,37.411968,13.925,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
46,1996180,K02534.02,,CANDIDATE,CANDIDATE,0.922,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,5.42204257,133.46021,2.952,79.1,10.7,8.699086,218,11111111111111111000000000000000,2,6123,4.263,-0.06,1.263,1.066,286.3443,37.411968,13.925,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
47,1996679,K00147.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,145.5624926,146.0588,5.4126,2931.6,58.1,49.256535,9,11111111111111111000000000000000,1,6148,4.346,-0.3,1.095,0.969,286.49072,37.489979,13.884,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
48,2010152,K08084.01,,FALSE POSITIVE,FALSE POSITIVE,0.058,1,0,0,0,q1_q17_dr25_koi,ALL_TRANS_CHASES---INCONSISTENT_TRANS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,317.74527,205.9582,17.54,206.6,13.6,7.386037,4,11111111111111111000000000000000,1,6050,4.08,-0.94,1.333,0.779,290.37881,37.481419,13.385,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
49,2010191,K03999.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,q1_q17_dr25_koi,SWEET_NTL---CENT_UNRESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.43525124,132.6333,4.509,152.2,6.3,10.047848,388,11111111111111111000000000000000,1,5854,4.014,0.12,1.742,1.143,290.38721,37.47818,14.603,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
50,2010607,K04929.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,MOD_ODDEVEN_DV---DEEP_V_SHAPED---CENT_SATURATED,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,18.622214,141.6268,4.42,5832,20.1,100.06107,77,11111111111111111000000000000000,1,6235,3.801,0.02,2.471,1.407,290.50565,37.459011,11.347,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
51,2012722,K06257.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,SWEET_NTL---LPP_DV---CENT_FEW_DIFFS,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,2.32539968,132.12985,16.791,288.1,79.9,9.873019,1005,11111111111111111000000000000000,1,7046,3.831,0.1,2.724,1.834,291.01147,37.43364,11.661,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
52,2013883,K06258.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,CENT_SATURATED---HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.764597756,131.69552,1.119,16.6,12,9.048398,1750,11111111111111111000000000000000,1,6218,4.066,0.1,1.726,1.263,291.2832,37.419601,11.215,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
53,2014991,K02178.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_koi,HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,6.49676881,132.17439,2.527,135,10.6,20.777372,212,11111111111111111000000000000000,1,6418,3.658,-0.14,3.049,1.541,291.54935,37.40358,12.396,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
54,2019076,K03585.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.564614021,131.86235,3.44204,94342,728.8,2650.4487,342,01101111111111111000000000000000,1,5891,4.45,-0.56,0.892,0.818,292.46249,37.442619,15.671,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
55,2019477,K06093.01,,FALSE POSITIVE,FALSE POSITIVE,0.283,0,0,1,0,q1_q17_dr25_koi,CENT_RESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,20.5736113,149.1939,11.222,76,12.3,9.494721,68,11111111111111111000000000000000,2,5440,3.404,0.3,4.524,1.894,292.55194,37.421211,13.33,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
56,2019477,K06093.02,,CANDIDATE,CANDIDATE,0.479,0,0,0,0,q1_q17_dr25_koi,CENT_FEW_DIFFS,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,27.2497521,131.8837,11.609,102,14.6,9.198444,50,11111111111111111000000000000000,2,5440,3.404,0.3,4.524,1.894,292.55194,37.421211,13.33,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
57,2021440,K01987.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,7.81153999,136.33101,5.984,912.8,41.3,30.70073,173,11111111111111111000000000000000,1,5150,4.628,-0.28,0.71,0.792,292.96844,37.488689,15.611,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
58,2140389,K07627.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.967427812,132.258305,5.8883,9127.8,323.4,375.77765,1177,00011111111111111000000000000000,1,5066,4.625,-0.24,0.709,0.784,285.91641,37.59428,15.826,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
