source_row_index,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_vet_stat,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_period,koi_time0bk,koi_duration,koi_depth,koi_model_snr,koi_max_mult_ev,koi_num_transits,koi_quarters,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,conflict_reason,label_conflict,label,label_name,label_policy,inclusion_status,exclusion_reason
2730,6381846,K00509.03,Kepler-171 d,CONFIRMED,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,DEEP_V_SHAPED,Done,2017-08-31 00:00:00,3,q1_q17_dr25_tce,39.6034,168.07114,6.487,572.7,25.8,13.178303,31,11111111111111111000000000000000,3,5456,4.45,0.14,0.943,0.914,296.77191,41.755539,14.883,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
2783,6444896,K03138.02,Kepler-1649 c,CONFIRMED,FALSE POSITIVE,0.374,1,0,0,0,q1_q17_dr25_koi,MOD_NONUNIQ_ALT---CENT_KIC_POS,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,19.5352551,148.20374,1.013,1732,5.9,8.043725,39,00000111100111111000000000000000,2,2703,5.274,0,0.118,0.096,292.50378,41.830421,17.131,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
2788,6448890,K01241.02,Kepler-56 b,CONFIRMED,FALSE POSITIVE,0.098,1,0,0,0,q1_q17_dr25_koi,LPP_DV,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,10.5007712,135.6479,14.522,183.4,45.3,19.48658,126,11111111111111111000000000000000,2,4838,3.299,0.2,4.361,1.381,293.75836,41.871868,12.44,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
2818,6471021,K00372.01,Kepler-539 b,CONFIRMED,FALSE POSITIVE,0.006,1,0,0,0,q1_q17_dr25_koi,INCONSISTENT_TRANS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,125.6291479,253.35079,9.108,7841.6,150.4,104.77356,11,11111111111111111000000000000000,1,5819,4.334,-0.02,1.111,0.972,299.12244,41.86676,12.391,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
2998,6677841,K01236.01,Kepler-279 c,CONFIRMED,FALSE POSITIVE,0.086,1,0,0,0,q1_q17_dr25_koi,LPP_DV,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,35.7353616,151.1133,8.491,778.8,58.4,23.64805,36,11111111111111111000000000000000,3,6366,4.045,-0.2,1.697,1.164,287.3912,42.194832,13.659,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
2999,6677841,K01236.02,Kepler-279 b,CONFIRMED,FALSE POSITIVE,0.242,1,0,0,0,q1_q17_dr25_koi,LPP_DV,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,12.30971679,137.68401,6.74,396,45.9,26.122381,112,11111111111111111000000000000000,3,6366,4.045,-0.2,1.697,1.164,287.3912,42.194832,13.659,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
3435,7133294,K04473.01,Kepler-1607 b,CONFIRMED,FALSE POSITIVE,0.334,0,0,1,0,q1_q17_dr25_koi,CENT_UNRESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,13.6471211,132.2552,8.331,75,14.7,9.935193,99,11111111111111111000000000000000,1,5771,4.106,-0.3,1.382,0.89,296.05984,42.65604,13.897,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
3650,7434875,K00884.02,Kepler-247 d,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,LPP_DV,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,20.47748843,178.66786,2.8364,1382.4,52.7,45.383663,59,11111111111111111000000000000000,3,5097,4.597,0.21,0.779,0.891,288.64252,43.039291,15.067,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
3705,7515679,K03728.01,Kepler-1517 b,CONFIRMED,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,HAS_SEC_TCE,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,5.546083089,133.50348,2.717,2211,56.4,154.73193,238,11111111111111111000000000000000,1,7358,3.538,-0.08,4.037,2.054,287.80722,43.188782,12.252,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
3713,7532973,K01450.01,Kepler-854 b,CONFIRMED,FALSE POSITIVE,0.041,0,1,0,0,q1_q17_dr25_koi,HAS_SEC_TCE,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,2.144632238,133.984128,6.2701,19836.9,334.8,1522.2762,629,11111111111111111000000000000000,1,6296,4.24,-0.16,1.305,1.076,293.35129,43.13464,13.48,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
3847,7731281,K05416.01,Kepler-1628 b,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,INDIV_TRANS_SKYE---CENT_KIC_POS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,76.377855,146.3485,4.809,11004,38.6,39.134,3,00000000000001111000000000000000,1,3869,4.674,0.21,0.584,0.587,281.6337,43.411579,16.595,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
3957,7838675,K04169.01,Kepler-1561 b,CONFIRMED,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,1.005205893,132.45541,1.63,97.5,15,13.766089,1329,11111111111111111000000000000000,1,5718,4.549,-0.08,0.863,0.96,296.92361,43.566471,14.658,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
4039,7935997,K05447.02,Kepler-1629 b,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,SWEET_NTL,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.87594316,134.84758,2.314,58.6,14.2,10.725665,348,11111111111111111000000000000000,1,5713,4.541,0.07,0.893,1.01,280.2066,43.774288,12.75,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
4130,8026752,K00240.01,Kepler-502 b,CONFIRMED,FALSE POSITIVE,0.007,0,1,0,0,q1_q17_dr25_koi,HAS_SEC_TCE,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,4.286866229,138.614882,4.4726,1321.9,167.3,101.53744,316,11111111111111111000000000000000,1,6228,4.441,-0.08,1.049,1.107,291.08014,43.860199,14.982,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
4338,8219268,K02133.01,Kepler-91 b,CONFIRMED,FALSE POSITIVE,0.059,1,0,0,0,q1_q17_dr25_koi,LPP_DV,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,6.24667547,136.38688,11.261,396.8,63.6,27.74473,214,11111111111111111000000000000000,2,4604,2.936,0.3,6.221,1.218,285.67288,44.11673,12.495,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
4369,8235924,K02347.01,Kepler-1203 b,CONFIRMED,FALSE POSITIVE,0.15,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_DV,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.588001053,132.058754,1.1451,297.4,50.9,31.676039,2275,11111111111111111000000000000000,1,3814,4.687,0.24,0.57,0.576,292.77338,44.178131,14.934,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
4611,8456679,K00102.02,Kepler-1990 c,CONFIRMED,FALSE POSITIVE,0.491,0,0,1,0,q1_q17_dr25_koi,CENT_RESOLVED_OFFSET,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,4.06844957,132.27614,2.8349,79.8,29.3,22.478708,292,11111111111111111000000000000000,2,5751,4.391,0.21,1.071,1.028,299.70474,44.435749,12.566,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
4724,8561063,K00961.02,Kepler-42 c,CONFIRMED,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_KIC_POS,Done,2017-08-31 00:00:00,3,q1_q17_dr25_tce,0.453287416,133.869741,0.4445,1461.5,150.4,10.459189,1193,11111111111111111000000000000000,3,3292,5.215,-0.42,0.148,0.132,292.21906,44.61916,15.92,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
4931,8751933,K01257.01,Kepler-420 b,CONFIRMED,FALSE POSITIVE,0.117,0,1,0,0,q1_q17_dr25_koi,DEPTH_ODDEVEN_ALT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,86.64764448,173.794641,4.2326,7311.6,241.9,214.94081,16,11111111111111111000000000000000,1,5522,4.323,0.26,1.12,0.963,291.22519,44.92738,14.651,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
4961,8780959,K03741.04,Kepler-1518 c,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,TRANS_GAPPED,Done,2017-08-31 00:00:00,3,q1_q17_dr25_tce,9.6310258,132.7273,5.255,297.2,12.7,19.670818,88,11111111111111111000000000000000,4,6432,4.207,-0.34,1.345,1.06,300.33237,44.986141,13.306,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
5032,8873450,K07913.01,Kepler-1975 b,CONFIRMED,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,CENT_KIC_POS---HALO_GHOST,Done,2017-08-31 00:00:00,6,q1_q17_dr25_tce,24.2783801,154.51325,4.564,714.4,13.6,12.511366,54,11111111111111111000000000000000,1,4450,4.583,0.14,0.707,0.698,286.74857,45.158741,14.164,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
5140,9002278,K00701.04,Kepler-62 f,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,INDIV_TRANS_RUBBLE_SKYE---CENT_KIC_POS,Done,2017-08-31 00:00:00,4,q1_q17_dr25_tce,267.282521,589.71975,7.788,471.9,19.3,14.287686,4,11111111111111111000000000000000,5,4926,4.653,-0.36,0.662,0.727,283.21274,45.349861,13.725,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
5176,9022166,K02175.02,Kepler-368 c,CONFIRMED,FALSE POSITIVE,0.001,0,1,0,0,q1_q17_dr25_koi,DEPTH_ODDEVEN_ALT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,72.3826983,179.49813,8.279,366.4,29.5,19.336872,9,10101010101010101000000000000000,2,5508,3.897,0.1,1.988,1.136,291.88004,45.387932,12.848,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
5193,9032900,K00134.01,,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,LPP_DV---MOD_NONUNIQ_DV---MOD_TER_DV---MOD_POS_DV---MOD_NONUNIQ_ALT---MOD_TER_ALT---MOD_POS_ALT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,67.5923754,151.75056,12.249,4158.1,60.9,97.08831,21,11111111111111111000000000000000,1,6038,4.082,0.34,1.744,1.341,295.58658,45.364979,13.675,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
5216,9076971,K02981.01,Kepler-1400 b,CONFIRMED,FALSE POSITIVE,0.254,0,0,1,0,q1_q17_dr25_koi,CENT_UNRESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,9.06687613,134.75185,3.381,367.2,14.6,13.246965,123,00011111111111111000000000000000,1,5142,4.515,-0.18,0.789,0.745,286.27167,45.440811,15.737,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
5495,9415108,K02121.01,Kepler-1108 b,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,SWEET_NTL,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,4.51005082,134.56954,2.1533,294.8,21.5,19.142262,299,11111111111111111000000000000000,1,5362,4.352,0.16,1.032,0.873,296.04233,45.985142,14.979,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
5810,9663113,K00179.02,Kepler-458 b,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,INCONSISTENT_TRANS---CENT_FEW_DIFFS,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,572.376632,306.51006,24.42,1743.4,78.6,28.84485,4,11111101110111011000000000000000,2,6226,4.264,0,1.299,1.129,297.04541,46.328701,13.955,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
5863,9729691,K01751.02,Kepler-949 c,CONFIRMED,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,DEEP_V_SHAPED,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,20.99757968,132.05689,2.454,1131.8,44.7,27.840118,51,11111101110111011000000000000000,2,5211,4.447,0.08,0.895,0.817,298.60788,46.453678,14.548,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
5884,9763612,K03465.01,Kepler-1507 b,CONFIRMED,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,16.0505464,141.73408,3.171,94.4,14.6,10.279693,87,11111111111111111000000000000000,1,5428,4.563,0.21,0.853,0.971,288.56152,46.536049,13.136,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
6282,10028792,K01574.02,Kepler-87 c,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,INDIV_TRANS_MARSHALL_SKYE---CENT_FEW_DIFFS,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,191.239133,286.22034,16.942,1061.2,36.8,27.220509,4,11111101110111011000000000000000,4,5597,3.963,-0.18,1.699,0.969,297.91687,46.96513,14.6,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
6322,10089911,K04034.01,Kepler-1543 b,CONFIRMED,FALSE POSITIVE,0.1,1,0,0,0,q1_q17_dr25_koi,LPP_DV,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,6.96704926,138.24776,3.73,213.7,18.6,17.48083,157,11111101110111011000000000000000,2,6303,3.595,0.28,3.53,1.786,297.1243,47.037022,13.487,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
6804,10604335,K01298.02,Kepler-283 c,CONFIRMED,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,DEEP_V_SHAPED,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,92.7495777,173.27975,5.506,1105.1,18,10.743563,14,11111111111111111000000000000000,2,4141,4.684,-0.2,0.582,0.596,293.61371,47.839001,15.847,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
7124,11013201,K00972.01,,CONFIRMED,CANDIDATE,0.632,0,0,0,0,q1_q17_dr25_koi,CENT_SATURATED,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,13.118962443,261.539434,4.3045,372.2,267.4,182.40976,103,11111111111111111000000000000000,2,7221,3.488,-0.18,4.24,2.018,282.00031,48.542221,9.275,confirmed_without_kepler_name,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
7190,11086270,K00124.01,Kepler-110 b,CONFIRMED,FALSE POSITIVE,0.415,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_ALT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,12.69104387,137.12594,3.7727,252.1,60.2,47.59951,108,11111111111111111000000000000000,2,5869,4.024,-0.16,1.626,1.019,292.92914,48.60281,12.935,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
7401,11401755,K00277.02,Kepler-36 b,CONFIRMED,FALSE POSITIVE,0.063,1,0,0,0,q1_q17_dr25_koi,LPP_DV,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,13.84984567,141.64914,7.2783,84.6,35.2,16.726513,94,11111111111111111000000000000000,2,5919,4.042,-0.2,1.585,1.009,291.25018,49.231834,11.866,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
7425,11442793,K00351.01,Kepler-90 h,CONFIRMED,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,331.5972732,140.498929,14.404,8322.1,355,249.14,3,11111110111011101000000000000000,7,5970,4.317,0.1,1.2,1.089,284.4335,49.305161,13.804,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
